country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
United States,Massachusetts,Suffolk County,2022-04-03,-19.0,-21.0,-50.0,-26.0,-16.0,3.0
United States,Massachusetts,Suffolk County,2022-04-04,-25.0,-12.0,-49.0,-37.0,-34.0,7.0
United States,Massachusetts,Suffolk County,2022-04-05,-25.0,-16.0,-44.0,-39.0,-33.0,7.0
United States,Massachusetts,Suffolk County,2022-04-06,-31.0,-23.0,-64.0,-38.0,-35.0,9.0
United States,Massachusetts,Suffolk County,2022-04-07,-25.0,-16.0,-56.0,-36.0,-33.0,8.0
United States,Massachusetts,Suffolk County,2022-04-08,-23.0,-18.0,-47.0,-35.0,-34.0,8.0
United States,Massachusetts,Suffolk County,2022-04-09,-17.0,-16.0,-41.0,-21.0,-18.0,2.0
United States,Massachusetts,Suffolk County,2022-04-10,-14.0,-16.0,-30.0,-19.0,-16.0,2.0
United States,Massachusetts,Suffolk County,2022-04-11,-21.0,-13.0,-34.0,-34.0,-33.0,7.0
United States,Massachusetts,Suffolk County,2022-04-12,-22.0,-20.0,-41.0,-35.0,-33.0,7.0
United States,Massachusetts,Suffolk County,2022-04-13,-21.0,-16.0,-28.0,-35.0,-34.0,6.0
United States,Massachusetts,Suffolk County,2022-04-14,-24.0,-14.0,-51.0,-35.0,-35.0,7.0
United States,Massachusetts,Suffolk County,2022-04-15,-17.0,-15.0,-31.0,-37.0,-43.0,9.0
United States,Massachusetts,Suffolk County,2022-04-16,-9.0,-9.0,-18.0,-20.0,-20.0,1.0
United States,Massachusetts,Suffolk County,2022-04-17,-21.0,-30.0,-41.0,-21.0,-25.0,2.0
United States,Massachusetts,Suffolk County,2022-04-18,-12.0,-20.0,-31.0,-38.0,-55.0,12.0
United States,Massachusetts,Suffolk County,2022-04-19,-22.0,-23.0,-56.0,-38.0,-41.0,10.0
United States,Massachusetts,Suffolk County,2022-04-20,-15.0,-20.0,-36.0,-32.0,-41.0,8.0
United States,Massachusetts,Suffolk County,2022-04-21,-15.0,-16.0,-39.0,-33.0,-41.0,8.0
United States,Massachusetts,Suffolk County,2022-04-22,-17.0,-18.0,-30.0,-34.0,-42.0,9.0
United States,Massachusetts,Suffolk County,2022-04-23,-7.0,-15.0,-7.0,-15.0,-18.0,1.0
United States,Massachusetts,Suffolk County,2022-04-24,-18.0,-21.0,-42.0,-18.0,-16.0,3.0
United States,Massachusetts,Suffolk County,2022-04-25,-26.0,-17.0,-49.0,-33.0,-34.0,7.0
United States,Massachusetts,Suffolk County,2022-04-26,-28.0,-25.0,-62.0,-36.0,-34.0,8.0
United States,Massachusetts,Suffolk County,2022-04-27,-25.0,-20.0,-52.0,-34.0,-34.0,7.0
United States,Massachusetts,Suffolk County,2022-04-28,-23.0,-17.0,-51.0,-33.0,-34.0,7.0
United States,Massachusetts,Suffolk County,2022-04-29,-24.0,-19.0,-53.0,-34.0,-35.0,7.0
United States,Massachusetts,Suffolk County,2022-04-30,-14.0,-13.0,-21.0,-19.0,-16.0,0.0
United States,Massachusetts,Suffolk County,2022-05-01,-6.0,-17.0,2.0,-16.0,-14.0,0.0
United States,Massachusetts,Suffolk County,2022-05-02,-25.0,-18.0,-55.0,-34.0,-35.0,8.0
United States,Massachusetts,Suffolk County,2022-05-03,-16.0,-14.0,-50.0,-34.0,-34.0,6.0
United States,Massachusetts,Suffolk County,2022-05-04,-25.0,-19.0,-62.0,-35.0,-36.0,8.0
United States,Massachusetts,Suffolk County,2022-05-05,-12.0,-9.0,-25.0,-30.0,-35.0,5.0
United States,Massachusetts,Suffolk County,2022-05-06,-19.0,-17.0,-46.0,-31.0,-36.0,7.0
United States,Massachusetts,Suffolk County,2022-05-07,-13.0,-12.0,-36.0,-18.0,-18.0,0.0
United States,Massachusetts,Suffolk County,2022-05-08,-5.0,-14.0,-38.0,-16.0,-16.0,0.0
United States,Massachusetts,Suffolk County,2022-05-09,-21.0,-15.0,-45.0,-32.0,-36.0,7.0
United States,Massachusetts,Suffolk County,2022-05-10,-19.0,-17.0,-44.0,-33.0,-35.0,6.0
United States,Massachusetts,Suffolk County,2022-05-11,-18.0,-18.0,-39.0,-32.0,-36.0,6.0
United States,Massachusetts,Suffolk County,2022-05-12,-17.0,-15.0,-32.0,-31.0,-36.0,6.0
United States,Massachusetts,Suffolk County,2022-05-13,-17.0,-17.0,-22.0,-31.0,-38.0,6.0
United States,Massachusetts,Suffolk County,2022-05-14,-11.0,-14.0,27.0,-12.0,-20.0,-2.0
United States,Massachusetts,Suffolk County,2022-05-15,-8.0,-18.0,6.0,-11.0,-18.0,0.0
United States,Massachusetts,Suffolk County,2022-05-16,-17.0,-13.0,-25.0,-31.0,-37.0,6.0
United States,Massachusetts,Suffolk County,2022-05-17,-18.0,-18.0,-34.0,-32.0,-36.0,6.0
United States,Massachusetts,Suffolk County,2022-05-18,-15.0,-18.0,-26.0,-29.0,-37.0,6.0
United States,Massachusetts,Suffolk County,2022-05-19,-21.0,-17.0,-48.0,-31.0,-38.0,7.0
United States,Massachusetts,Suffolk County,2022-05-20,-16.0,-16.0,-32.0,-30.0,-37.0,6.0
United States,Massachusetts,Suffolk County,2022-05-21,-8.0,-14.0,19.0,-9.0,-20.0,-1.0
United States,Massachusetts,Suffolk County,2022-05-22,-5.0,-20.0,25.0,-10.0,-18.0,-1.0
United States,Massachusetts,Suffolk County,2022-05-23,-16.0,-14.0,-26.0,-27.0,-37.0,6.0
United States,Massachusetts,Suffolk County,2022-05-24,-20.0,-19.0,-35.0,-31.0,-36.0,6.0
United States,Massachusetts,Suffolk County,2022-05-25,-19.0,-19.0,-28.0,-29.0,-37.0,6.0
United States,Massachusetts,Suffolk County,2022-05-26,-14.0,-12.0,-27.0,-28.0,-38.0,5.0
United States,Massachusetts,Suffolk County,2022-05-27,-10.0,-16.0,-23.0,-26.0,-40.0,5.0
United States,Massachusetts,Suffolk County,2022-05-28,-8.0,-17.0,-15.0,-11.0,-25.0,1.0
United States,Massachusetts,Suffolk County,2022-05-29,6.0,-16.0,68.0,-4.0,-21.0,-3.0
United States,Massachusetts,Suffolk County,2022-05-30,-18.0,-20.0,44.0,-42.0,-73.0,13.0
United States,Massachusetts,Suffolk County,2022-05-31,-21.0,-17.0,-39.0,-30.0,-38.0,6.0
United States,Massachusetts,Suffolk County,2022-06-01,-23.0,-19.0,-51.0,-31.0,-38.0,7.0
United States,Massachusetts,Suffolk County,2022-06-02,-22.0,-10.0,-41.0,-31.0,-38.0,6.0
United States,Massachusetts,Suffolk County,2022-06-03,-24.0,-15.0,-47.0,-32.0,-38.0,7.0
United States,Massachusetts,Suffolk County,2022-06-04,-13.0,-11.0,8.0,-13.0,-20.0,-2.0
United States,Massachusetts,Suffolk County,2022-06-05,-10.0,-15.0,12.0,-10.0,-19.0,-1.0
United States,Massachusetts,Suffolk County,2022-06-06,-17.0,-11.0,-19.0,-29.0,-37.0,6.0
United States,Massachusetts,Suffolk County,2022-06-07,-11.0,-13.0,-24.0,-28.0,-36.0,5.0
United States,Massachusetts,Suffolk County,2022-06-08,-10.0,-15.0,-24.0,-26.0,-37.0,6.0
United States,Massachusetts,Suffolk County,2022-06-09,-20.0,-13.0,-32.0,-31.0,-39.0,7.0
United States,Massachusetts,Suffolk County,2022-06-10,-14.0,-14.0,-20.0,-27.0,-38.0,5.0
United States,Massachusetts,Suffolk County,2022-06-11,-12.0,-12.0,16.0,-11.0,-20.0,-2.0
United States,Massachusetts,Suffolk County,2022-06-12,-9.0,-16.0,8.0,-10.0,-19.0,-1.0
United States,Massachusetts,Suffolk County,2022-06-13,-17.0,-11.0,-19.0,-28.0,-37.0,6.0
United States,Massachusetts,Suffolk County,2022-06-14,-14.0,-15.0,-17.0,-28.0,-36.0,5.0
United States,Massachusetts,Suffolk County,2022-06-15,-14.0,-15.0,-19.0,-26.0,-37.0,5.0
United States,Massachusetts,Suffolk County,2022-06-16,-12.0,-12.0,-23.0,-27.0,-38.0,5.0
United States,Massachusetts,Suffolk County,2022-06-17,-18.0,-17.0,-24.0,-28.0,-39.0,6.0
United States,Massachusetts,Suffolk County,2022-06-18,-11.0,-13.0,-4.0,-8.0,-21.0,-2.0
United States,Massachusetts,Suffolk County,2022-06-19,-11.0,-21.0,-33.0,-11.0,-21.0,0.0
United States,Massachusetts,Suffolk County,2022-06-20,-13.0,-14.0,4.0,-35.0,-55.0,10.0
United States,Massachusetts,Suffolk County,2022-06-21,-14.0,-17.0,-19.0,-27.0,-38.0,6.0
United States,Massachusetts,Suffolk County,2022-06-22,-13.0,-17.0,-22.0,-27.0,-39.0,6.0
United States,Massachusetts,Suffolk County,2022-06-23,-18.0,-13.0,-21.0,-26.0,-39.0,6.0
United States,Massachusetts,Suffolk County,2022-06-24,-20.0,-18.0,-21.0,-27.0,-41.0,6.0
United States,Massachusetts,Suffolk County,2022-06-25,-14.0,-15.0,38.0,-9.0,-21.0,-2.0
United States,Massachusetts,Suffolk County,2022-06-26,-11.0,-19.0,25.0,-9.0,-19.0,-2.0
United States,Massachusetts,Suffolk County,2022-06-27,-27.0,-23.0,-55.0,-31.0,-43.0,10.0
United States,Massachusetts,Suffolk County,2022-06-28,-15.0,-14.0,-13.0,-27.0,-42.0,6.0
United States,Massachusetts,Suffolk County,2022-06-29,-17.0,-18.0,-12.0,-26.0,-42.0,6.0
United States,Massachusetts,Suffolk County,2022-06-30,-17.0,-13.0,-8.0,-27.0,-43.0,5.0
United States,Massachusetts,Suffolk County,2022-07-01,-22.0,-12.0,-16.0,-31.0,-46.0,7.0
United States,Massachusetts,Suffolk County,2022-07-02,-21.0,-11.0,-2.0,-16.0,-25.0,0.0
United States,Massachusetts,Suffolk County,2022-07-03,-11.0,-12.0,37.0,-14.0,-25.0,-4.0
United States,Massachusetts,Suffolk County,2022-07-04,-23.0,-23.0,127.0,-41.0,-78.0,11.0
United States,Massachusetts,Suffolk County,2022-07-05,-23.0,-17.0,-37.0,-31.0,-47.0,8.0
United States,Massachusetts,Suffolk County,2022-07-06,-18.0,-15.0,-15.0,-30.0,-44.0,7.0
United States,Massachusetts,Suffolk County,2022-07-07,-16.0,-11.0,-15.0,-29.0,-44.0,6.0
United States,Massachusetts,Suffolk County,2022-07-08,-20.0,-18.0,-24.0,-31.0,-44.0,7.0
United States,Massachusetts,Suffolk County,2022-07-09,-11.0,-14.0,26.0,-13.0,-23.0,-2.0
United States,Massachusetts,Suffolk County,2022-07-10,-5.0,-17.0,24.0,-8.0,-20.0,-1.0
United States,Massachusetts,Suffolk County,2022-07-11,-18.0,-13.0,-10.0,-27.0,-44.0,6.0
United States,Massachusetts,Suffolk County,2022-07-12,-16.0,-19.0,-21.0,-27.0,-42.0,6.0
United States,Massachusetts,Suffolk County,2022-07-13,-18.0,-17.0,-9.0,-26.0,-43.0,6.0
United States,Massachusetts,Suffolk County,2022-07-14,-19.0,-14.0,-20.0,-28.0,-43.0,7.0
United States,Massachusetts,Suffolk County,2022-07-15,-19.0,-19.0,-14.0,-29.0,-44.0,8.0
United States,Massachusetts,Suffolk County,2022-07-16,-14.0,-16.0,23.0,-12.0,-22.0,-1.0
United States,Massachusetts,Suffolk County,2022-07-17,-14.0,-20.0,21.0,-11.0,-21.0,-1.0
United States,Massachusetts,Suffolk County,2022-07-18,-24.0,-19.0,-40.0,-29.0,-44.0,12.0
United States,Massachusetts,Suffolk County,2022-07-19,-17.0,-18.0,-13.0,-27.0,-42.0,12.0
United States,Massachusetts,Suffolk County,2022-07-20,-19.0,-19.0,-11.0,-27.0,-43.0,7.0
United States,Massachusetts,Suffolk County,2022-07-21,-20.0,-16.0,-13.0,-29.0,-43.0,7.0
United States,Massachusetts,Suffolk County,2022-07-22,-19.0,-19.0,-16.0,-27.0,-44.0,7.0
United States,Massachusetts,Suffolk County,2022-07-23,-16.0,-18.0,43.0,-10.0,-22.0,-1.0
United States,Massachusetts,Suffolk County,2022-07-24,-15.0,-25.0,25.0,-11.0,-22.0,0.0
United States,Massachusetts,Suffolk County,2022-07-25,-18.0,-15.0,-25.0,-28.0,-44.0,8.0
United States,Massachusetts,Suffolk County,2022-07-26,-11.0,-14.0,-12.0,-26.0,-42.0,6.0
United States,Massachusetts,Suffolk County,2022-07-27,-13.0,-18.0,-8.0,-25.0,-43.0,6.0
United States,Massachusetts,Suffolk County,2022-07-28,-12.0,-15.0,-19.0,-26.0,-43.0,6.0
United States,Massachusetts,Suffolk County,2022-07-29,-17.0,-14.0,-20.0,-28.0,-44.0,7.0
United States,Massachusetts,Suffolk County,2022-07-30,-13.0,-15.0,22.0,-12.0,-21.0,-2.0
United States,Massachusetts,Suffolk County,2022-07-31,-7.0,-19.0,18.0,-10.0,-19.0,-1.0
United States,Massachusetts,Suffolk County,2022-08-01,-17.0,-12.0,-17.0,-29.0,-43.0,7.0
United States,Massachusetts,Suffolk County,2022-08-02,-17.0,-14.0,-18.0,-29.0,-42.0,7.0
United States,Massachusetts,Suffolk County,2022-08-03,-17.0,-12.0,-14.0,-27.0,-43.0,6.0
United States,Massachusetts,Suffolk County,2022-08-04,-20.0,-14.0,-17.0,-29.0,-43.0,7.0
United States,Massachusetts,Suffolk County,2022-08-05,-22.0,-20.0,-39.0,-30.0,-45.0,8.0
United States,Massachusetts,Suffolk County,2022-08-06,-13.0,-15.0,9.0,-10.0,-22.0,-1.0
United States,Massachusetts,Suffolk County,2022-08-07,-16.0,-21.0,2.0,-11.0,-21.0,0.0
United States,Massachusetts,Suffolk County,2022-08-08,-20.0,-15.0,-22.0,-28.0,-44.0,7.0
United States,Massachusetts,Suffolk County,2022-08-09,-18.0,-21.0,-36.0,-28.0,-43.0,8.0
United States,Massachusetts,Suffolk County,2022-08-10,-12.0,-17.0,-20.0,-26.0,-42.0,6.0
United States,Massachusetts,Suffolk County,2022-08-11,-15.0,-13.0,-18.0,-26.0,-43.0,6.0
United States,Massachusetts,Suffolk County,2022-08-12,-17.0,-19.0,-21.0,-27.0,-44.0,7.0
United States,Massachusetts,Suffolk County,2022-08-13,-10.0,-14.0,23.0,-8.0,-22.0,-2.0
United States,Massachusetts,Suffolk County,2022-08-14,-7.0,-19.0,17.0,-7.0,-19.0,0.0
United States,Massachusetts,Suffolk County,2022-08-15,-17.0,-14.0,-17.0,-29.0,-44.0,10.0
United States,Massachusetts,Suffolk County,2022-08-16,-16.0,-18.0,-20.0,-29.0,-43.0,9.0
United States,Massachusetts,Suffolk County,2022-08-17,-19.0,-19.0,-34.0,-29.0,-44.0,10.0
United States,Massachusetts,Suffolk County,2022-08-18,-13.0,-12.0,-8.0,-26.0,-43.0,9.0
United States,Massachusetts,Suffolk County,2022-08-19,-18.0,-19.0,-17.0,-28.0,-45.0,9.0
United States,Massachusetts,Suffolk County,2022-08-20,-13.0,-16.0,20.0,-12.0,-22.0,1.0
United States,Massachusetts,Suffolk County,2022-08-21,-6.0,-20.0,13.0,-10.0,-21.0,0.0
United States,Massachusetts,Suffolk County,2022-08-22,-27.0,-23.0,-54.0,-31.0,-46.0,12.0
United States,Massachusetts,Suffolk County,2022-08-23,-18.0,-19.0,-41.0,-30.0,-44.0,11.0
United States,Massachusetts,Suffolk County,2022-08-24,-15.0,-19.0,-16.0,-27.0,-44.0,9.0
United States,Massachusetts,Suffolk County,2022-08-25,-14.0,-13.0,-10.0,-28.0,-44.0,8.0
United States,Massachusetts,Suffolk County,2022-08-26,-25.0,-24.0,-42.0,-32.0,-45.0,11.0
United States,Massachusetts,Suffolk County,2022-08-27,-7.0,-13.0,18.0,-6.0,-22.0,0.0
United States,Massachusetts,Suffolk County,2022-08-28,-4.0,-18.0,11.0,-7.0,-18.0,0.0
United States,Massachusetts,Suffolk County,2022-08-29,-17.0,-15.0,-21.0,-29.0,-44.0,8.0
United States,Massachusetts,Suffolk County,2022-08-30,-18.0,-19.0,-24.0,-31.0,-43.0,7.0
United States,Massachusetts,Suffolk County,2022-08-31,-19.0,-18.0,-27.0,-28.0,-45.0,6.0
United States,Massachusetts,Suffolk County,2022-09-01,-12.0,-9.0,-21.0,-26.0,-45.0,4.0
United States,Massachusetts,Suffolk County,2022-09-02,-15.0,-11.0,-29.0,-27.0,-46.0,6.0
United States,Massachusetts,Suffolk County,2022-09-03,-7.0,-9.0,13.0,-8.0,-24.0,-2.0
United States,Massachusetts,Suffolk County,2022-09-04,1.0,-14.0,16.0,-11.0,-22.0,-2.0
United States,Massachusetts,Suffolk County,2022-09-05,-29.0,-23.0,-59.0,-46.0,-74.0,18.0
United States,Massachusetts,Suffolk County,2022-09-06,-27.0,-20.0,-63.0,-28.0,-45.0,8.0
United States,Massachusetts,Suffolk County,2022-09-07,-13.0,-12.0,-32.0,-26.0,-42.0,5.0
United States,Massachusetts,Suffolk County,2022-09-08,-8.0,-8.0,-25.0,-24.0,-42.0,4.0
United States,Massachusetts,Suffolk County,2022-09-09,-19.0,-16.0,-23.0,-26.0,-42.0,5.0
United States,Massachusetts,Suffolk County,2022-09-10,-6.0,-10.0,25.0,-7.0,-19.0,-1.0
United States,Massachusetts,Suffolk County,2022-09-11,-12.0,-15.0,-18.0,-9.0,-18.0,1.0
United States,Massachusetts,Suffolk County,2022-09-12,-18.0,-11.0,-29.0,-24.0,-41.0,6.0
United States,Massachusetts,Suffolk County,2022-09-13,-17.0,-19.0,-45.0,-27.0,-41.0,6.0
United States,Massachusetts,Suffolk County,2022-09-14,-9.0,-13.0,-23.0,-23.0,-41.0,4.0
United States,Massachusetts,Suffolk County,2022-09-15,-16.0,-11.0,-30.0,-23.0,-41.0,4.0
United States,Massachusetts,Suffolk County,2022-09-16,-16.0,-16.0,-32.0,-24.0,-41.0,5.0
United States,Massachusetts,Suffolk County,2022-09-17,-5.0,-12.0,7.0,-6.0,-20.0,-1.0
United States,Massachusetts,Suffolk County,2022-09-18,-5.0,-15.0,0.0,-7.0,-18.0,0.0
United States,Massachusetts,Suffolk County,2022-09-19,-20.0,-15.0,-46.0,-24.0,-41.0,7.0
United States,Massachusetts,Suffolk County,2022-09-20,-21.0,-18.0,-47.0,-24.0,-40.0,6.0
United States,Massachusetts,Suffolk County,2022-09-21,-19.0,-17.0,-36.0,-24.0,-40.0,5.0
United States,Massachusetts,Suffolk County,2022-09-22,-26.0,-20.0,-57.0,-26.0,-42.0,8.0
United States,Massachusetts,Suffolk County,2022-09-23,-20.0,-16.0,-48.0,-24.0,-41.0,6.0
United States,Massachusetts,Suffolk County,2022-09-24,-10.0,-12.0,-8.0,-7.0,-19.0,-1.0
United States,Massachusetts,Suffolk County,2022-09-25,-11.0,-17.0,-24.0,-8.0,-19.0,1.0
United States,Massachusetts,Suffolk County,2022-09-26,-15.0,-13.0,-28.0,-22.0,-40.0,6.0
United States,Massachusetts,Suffolk County,2022-09-27,-16.0,-18.0,-36.0,-24.0,-38.0,5.0
United States,Massachusetts,Suffolk County,2022-09-28,-14.0,-17.0,-33.0,-24.0,-39.0,5.0
United States,Massachusetts,Suffolk County,2022-09-29,-15.0,-12.0,-35.0,-24.0,-38.0,5.0
United States,Massachusetts,Suffolk County,2022-09-30,-18.0,-16.0,-42.0,-25.0,-38.0,6.0
United States,Massachusetts,Suffolk County,2022-10-01,-13.0,-14.0,-35.0,-7.0,-20.0,1.0
United States,Massachusetts,Suffolk County,2022-10-02,-12.0,-19.0,-43.0,-10.0,-18.0,2.0
United States,Massachusetts,Suffolk County,2022-10-03,-14.0,-12.0,-45.0,-23.0,-37.0,6.0
United States,Massachusetts,Suffolk County,2022-10-04,-20.0,-17.0,-57.0,-26.0,-36.0,6.0
United States,Massachusetts,Suffolk County,2022-10-05,-22.0,-18.0,-58.0,-26.0,-39.0,8.0
United States,Massachusetts,Suffolk County,2022-10-06,-17.0,-10.0,-26.0,-23.0,-36.0,5.0
United States,Massachusetts,Suffolk County,2022-10-07,-19.0,-16.0,-27.0,-25.0,-38.0,5.0
United States,Massachusetts,Suffolk County,2022-10-08,-11.0,-14.0,-15.0,-6.0,-20.0,-1.0
United States,Massachusetts,Suffolk County,2022-10-09,-10.0,-20.0,-25.0,-8.0,-19.0,0.0
United States,Massachusetts,Suffolk County,2022-10-10,-20.0,-18.0,-39.0,-37.0,-59.0,12.0
United States,Massachusetts,Suffolk County,2022-10-11,-18.0,-17.0,-38.0,-23.0,-36.0,6.0
United States,Massachusetts,Suffolk County,2022-10-12,-18.0,-17.0,-28.0,-22.0,-36.0,5.0
United States,Massachusetts,Suffolk County,2022-10-13,-23.0,-16.0,-48.0,-23.0,-36.0,6.0
United States,Massachusetts,Suffolk County,2022-10-14,-24.0,-18.0,-49.0,-25.0,-37.0,8.0
United States,Massachusetts,Suffolk County,2022-10-15,-9.0,-12.0,-3.0,-2.0,-17.0,-1.0
